router,1,3,3,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,3,2,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,3,2,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,21244,21244,21244,21244,0,21244,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,21244,21244,21244,21244,0,21244,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,3,2,5,21244,21244,21244,21244,0,21244,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,21244,21244,21244,21244,0,21244,0,0,W,0,0,0,0,0,0,0,0
